Profit,Customer Name,Segment,Category
4.01,Tony Sayre,Consumer,Furniture
-17.61,Tony Sayre,Consumer,Office Supplies
-183.63,Tony Sayre,Consumer,Furniture
37.53,Yoseph Carroll,Corporate,Office Supplies
22.20,Dean percer,Home Office,Office Supplies
22.83,Dean percer,Home Office,Office Supplies
8.79,Dean percer,Home Office,Office Supplies
62.92,Shirley Jackson,Consumer,Office Supplies
-1.31,Karen Bern,Corporate,Office Supplies
11.61,Chris Selesnick,Corporate,Technology
6.48,Chris Selesnick,Corporate,Technology
115.18,Chris Selesnick,Corporate,Technology
0.41,Chris Selesnick,Corporate,Office Supplies
-68.11,Emily Burns,Consumer,Furniture
7.63,Philip Brown,Consumer,Office Supplies
-6.29,Michelle Tran,Home Office,Office Supplies
-5.69,Barry Französisch,Corporate,Technology
2.04,Barry Französisch,Corporate,Office Supplies
1.82,Barry Französisch,Corporate,Office Supplies
-19.11,Barry Französisch,Corporate,Furniture
1.82,Claire Gute,Consumer,Office Supplies
0.15,Duane Huffman,Home Office,Office Supplies
19.87,Duane Huffman,Home Office,Office Supplies
-4.84,Duane Huffman,Home Office,Furniture
-6.12,Shaun Chance,Corporate,Office Supplies
19.18,Hunter Glantz,Consumer,Technology
1.90,Michelle Moray,Consumer,Office Supplies
3.60,Michelle Moray,Consumer,Office Supplies
8.80,Michelle Moray,Consumer,Technology
88.55,Michelle Moray,Consumer,Furniture
4.39,Michelle Moray,Consumer,Office Supplies
0.66,Thea Hudgings,Corporate,Furniture
1.26,Thea Hudgings,Corporate,Office Supplies
2.88,Thea Hudgings,Corporate,Office Supplies
-186.16,Thea Hudgings,Corporate,Technology
27.88,Joel Eaton,Consumer,Office Supplies
8.60,Patrick Gardner,Consumer,Office Supplies
62.74,Maria Bertelson,Consumer,Furniture
19.14,Joy Daniels,Consumer,Office Supplies
3.48,Joy Daniels,Consumer,Technology
11.10,Jennifer Halladay,Consumer,Office Supplies
7.69,Jennifer Halladay,Consumer,Office Supplies
2.40,Edward Nazzal,Consumer,Technology
44.89,Edward Nazzal,Consumer,Office Supplies
3.87,Edward Nazzal,Consumer,Technology
527.98,Karen Carlisle,Corporate,Technology
-10.28,Michael Stewart,Corporate,Furniture
6.85,Michael Stewart,Corporate,Furniture
3.18,Michael Stewart,Corporate,Office Supplies
8.67,Michael Stewart,Corporate,Office Supplies
-28.80,Michael Stewart,Corporate,Technology
7.00,Chloris Kastensmidt,Consumer,Office Supplies
15.72,Chloris Kastensmidt,Consumer,Office Supplies
36.93,Sanjit Jacobs,Home Office,Office Supplies
4.01,Erin Ashbrook,Corporate,Office Supplies
0.65,Michael Granlund,Home Office,Office Supplies
18.21,Alejandro Ballentine,Home Office,Office Supplies
27.99,Scott Cohen,Corporate,Technology
40.35,Todd Boyes,Corporate,Office Supplies
743.99,Juliana Krohn,Consumer,Technology
75.57,Clytie Kelty,Consumer,Technology
5.10,Clytie Kelty,Consumer,Technology
129.35,Clytie Kelty,Consumer,Technology
28.17,Clytie Kelty,Consumer,Office Supplies
30.79,Clytie Kelty,Consumer,Office Supplies
5.60,Clytie Kelty,Consumer,Office Supplies
6.22,Clytie Kelty,Consumer,Office Supplies
8.02,Sonia Sunley,Consumer,Office Supplies
-54.60,Laurel Elliston,Consumer,Furniture
-2.63,Laurel Elliston,Consumer,Office Supplies
2.51,Laurel Elliston,Consumer,Office Supplies
-218.87,Erin Smith,Corporate,Furniture
-7.66,Erin Smith,Corporate,Office Supplies
-4.17,Erin Smith,Corporate,Office Supplies
17.52,Michael Granlund,Home Office,Office Supplies
10.57,Justin MacKendrick,Consumer,Furniture
47.46,Justin MacKendrick,Consumer,Technology
11.79,Sheri Gordon,Consumer,Office Supplies
34.98,Sheri Gordon,Consumer,Technology
0.33,Darren Budd,Corporate,Office Supplies
-3.12,Darren Budd,Corporate,Office Supplies
20.87,Darren Budd,Corporate,Technology
12.70,Darren Budd,Corporate,Office Supplies
-13.00,Darren Budd,Corporate,Furniture
3.45,Jane Waco,Corporate,Furniture
1.97,Keith Dawkins,Corporate,Furniture
15.76,Keith Dawkins,Corporate,Office Supplies
3.11,Ivan Liston,Consumer,Office Supplies
238.65,Ivan Liston,Consumer,Office Supplies
6.87,Ivan Liston,Consumer,Office Supplies
17.27,Jim Epp,Corporate,Office Supplies
1439.98,Jim Epp,Corporate,Technology
30.78,Jim Epp,Corporate,Office Supplies
2.19,Stephanie Ulpright,Home Office,Office Supplies
9.00,Stephanie Ulpright,Home Office,Technology
1.86,Stephanie Ulpright,Home Office,Office Supplies
-2.56,Stephanie Ulpright,Home Office,Furniture
335.99,Stephanie Ulpright,Home Office,Technology
5.64,Stephanie Ulpright,Home Office,Office Supplies
-7.30,Stephanie Ulpright,Home Office,Technology
35.66,Erin Ashbrook,Corporate,Office Supplies
-23.95,Erin Ashbrook,Corporate,Office Supplies
5.68,Erin Ashbrook,Corporate,Office Supplies
-9.18,Erin Ashbrook,Corporate,Technology
-44.99,Erin Ashbrook,Corporate,Technology
122.76,Roy Französisch,Consumer,Furniture
15.83,Roy Französisch,Consumer,Office Supplies
1.90,Liz Carlisle,Consumer,Office Supplies
-15.25,Liz Carlisle,Consumer,Furniture
22.81,Liz Carlisle,Consumer,Office Supplies
8.59,Paul Stevenson,Home Office,Furniture
3.44,Paul Stevenson,Home Office,Office Supplies
1.97,Jas O'Carroll,Consumer,Furniture
1.67,Victor Preis,Home Office,Office Supplies
163.82,Victor Preis,Home Office,Technology
5.39,Victor Preis,Home Office,Office Supplies
3.60,Guy Armstrong,Consumer,Office Supplies
2.21,Eugene Moren,Home Office,Office Supplies
9.53,Doug Bickford,Consumer,Office Supplies
81.05,Doug Bickford,Consumer,Office Supplies
27.06,Marina Lichtenstein,Corporate,Furniture
9.47,Marina Lichtenstein,Corporate,Office Supplies
-45.93,Jennifer Halladay,Consumer,Office Supplies
109.75,Bart Pistole,Corporate,Technology
131.36,Bart Pistole,Corporate,Technology
32.25,Sarah Brown,Consumer,Office Supplies
6.51,Stewart Visinsky,Consumer,Office Supplies
2.78,Stewart Visinsky,Consumer,Office Supplies
4.20,Denny Ordway,Consumer,Office Supplies
4.89,Denny Ordway,Consumer,Office Supplies
-3.56,Denny Ordway,Consumer,Technology
1.06,Todd Boyes,Corporate,Office Supplies
27.97,Todd Boyes,Corporate,Office Supplies
206.62,Bill Stewart,Corporate,Office Supplies
1.07,Filia McAdams,Corporate,Furniture
-11.07,Filia McAdams,Corporate,Furniture
2.98,John Lee,Consumer,Office Supplies
2.02,Art Ferguson,Consumer,Office Supplies
217.77,Barry Gonzalez,Consumer,Technology
-4.64,Maria Bertelson,Consumer,Technology
371.32,Helen Wasserman,Corporate,Technology
224.42,Helen Wasserman,Corporate,Technology
5.90,Adrian Barton,Consumer,Office Supplies
8.73,Jennifer Patt,Corporate,Office Supplies
281.02,Jennifer Patt,Corporate,Office Supplies
7.92,Jennifer Patt,Corporate,Office Supplies
5.37,Darrin Van Huff,Corporate,Furniture
8.88,Charlotte Melton,Consumer,Office Supplies
174.98,Steve Chapman,Corporate,Technology
1.03,Steve Chapman,Corporate,Office Supplies
50.49,Steve Chapman,Corporate,Furniture
17.16,Steve Chapman,Corporate,Furniture
21.00,Victoria Wilson,Corporate,Technology
21.60,Victoria Wilson,Corporate,Technology
2.96,Paul Prost,Home Office,Furniture
399.30,Paul Prost,Home Office,Furniture
4.68,Dan Reichenbach,Corporate,Office Supplies
-13.68,Dan Reichenbach,Corporate,Furniture
-339.71,Rick Bensley,Home Office,Furniture
103.16,Natalie Fritzler,Consumer,Technology
75.37,Natalie Fritzler,Consumer,Furniture
8.21,Natalie Fritzler,Consumer,Office Supplies
3.68,Clay Rozendal,Home Office,Office Supplies
76.40,Stephanie Ulpright,Home Office,Office Supplies
28.90,Sample Company A,Home Office,Office Supplies
85.49,Sample Company A,Home Office,Technology
23.12,Michelle Lonsdale,Corporate,Furniture
149.15,Gary McGarr,Consumer,Furniture
35.76,Gary McGarr,Consumer,Furniture
10.08,Jim Kriz,Home Office,Office Supplies
2.89,Alyssa Tate,Home Office,Office Supplies
3.10,Daniel Byrd,Home Office,Furniture
8.79,Anna Häberlin,Corporate,Office Supplies
11.30,Sanjit Jacobs,Home Office,Office Supplies
20.10,Harry Marie,Corporate,Furniture
69.20,Andrew Gjertsen,Corporate,Furniture
9.33,Joy Bell-,Consumer,Office Supplies
15.55,Anthony Johnson,Corporate,Office Supplies
28.95,Anthony Johnson,Corporate,Office Supplies
0.00,Anthony Johnson,Corporate,Office Supplies
210.74,Anthony Johnson,Corporate,Furniture
20.09,Muhammed MacIntyre,Corporate,Office Supplies
0.79,Tiffany House,Corporate,Office Supplies
-30.16,Adrian Hane,Home Office,Office Supplies
2.34,Adrian Hane,Home Office,Office Supplies
3.79,Adrian Hane,Home Office,Office Supplies
-8.46,Adrian Hane,Home Office,Technology
-264.22,Adrian Hane,Home Office,Furniture
5.18,Adrian Hane,Home Office,Office Supplies
-7.17,Adrian Hane,Home Office,Technology
7.50,Craig Leslie,Home Office,Furniture
-95.82,Craig Leslie,Home Office,Office Supplies
1.40,Jason Gross,Corporate,Office Supplies
-8.13,Jason Gross,Corporate,Office Supplies
4.17,Jason Gross,Corporate,Office Supplies
8.71,Jason Gross,Corporate,Office Supplies
6.87,Sanjit Engle,Consumer,Office Supplies
17.54,Sanjit Engle,Consumer,Office Supplies
132.59,Sanjit Engle,Consumer,Technology
92.39,Trudy Glocke,Consumer,Furniture
8.77,Trudy Glocke,Consumer,Technology
5.54,Sally Hughsby,Corporate,Office Supplies
2.64,Sally Hughsby,Corporate,Office Supplies
6.22,Marc Crier,Consumer,Office Supplies
5.74,Patrick Jones,Corporate,Technology
2.21,Patrick Jones,Corporate,Technology
-50.67,Zuschuss Carroll,Consumer,Furniture
9.20,Steve Carroll,Home Office,Office Supplies
53.86,Steve Carroll,Home Office,Office Supplies
2.93,Benjamin Patterson,Consumer,Office Supplies
3.11,Benjamin Patterson,Consumer,Office Supplies
7.13,Rob Dowd,Consumer,Office Supplies
293.98,Rob Dowd,Consumer,Technology
40.27,Rob Dowd,Consumer,Office Supplies
35.65,Ken Lonsdale,Consumer,Office Supplies
5.19,Chloris Kastensmidt,Consumer,Office Supplies
12.99,Chloris Kastensmidt,Consumer,Furniture
16.52,Chloris Kastensmidt,Consumer,Office Supplies
-90.38,Roger Barcio,Home Office,Furniture
9.30,Kalyca Meade,Corporate,Office Supplies
20.59,Kalyca Meade,Corporate,Office Supplies
36.45,Kalyca Meade,Corporate,Technology
12.67,Kalyca Meade,Corporate,Office Supplies
141.16,Kalyca Meade,Corporate,Furniture
-1.78,Amy Hunt,Consumer,Furniture
-42.46,Anthony Garverick,Home Office,Office Supplies
-23.55,Anthony Garverick,Home Office,Office Supplies
4.44,Evan Bailliet,Consumer,Office Supplies
17.58,Paul Gonzalez,Consumer,Office Supplies
15.28,Cathy Armstrong,Home Office,Office Supplies
-22.74,Cathy Armstrong,Home Office,Technology
0.30,Sung Shariari,Consumer,Office Supplies
-52.34,Sung Shariari,Consumer,Furniture
42.89,Sung Shariari,Consumer,Technology
3.38,Resi Pölking,Consumer,Office Supplies
14.56,Shaun Chance,Corporate,Office Supplies
30.19,Natalie Webber,Consumer,Furniture
7.16,Natalie Webber,Consumer,Office Supplies
21.29,Natalie Webber,Consumer,Furniture
1014.98,Natalie Webber,Consumer,Technology
9.33,Natalie Webber,Consumer,Office Supplies
4.14,Katrina Willman,Consumer,Technology
1.60,Hallie Redmond,Home Office,Technology
47.94,Arthur Gainer,Consumer,Office Supplies
111.59,Brian Moss,Corporate,Technology
8.46,Brian Moss,Corporate,Technology
27.24,Brian Moss,Corporate,Office Supplies
5.23,Brian Moss,Corporate,Office Supplies
21.16,Roger Demir,Consumer,Office Supplies
2.29,Ken Black,Corporate,Office Supplies
4.56,Ken Black,Corporate,Technology
29.99,Ken Black,Corporate,Technology
6.22,Dorothy Wardle,Corporate,Office Supplies
-82.88,Vivek Grady,Corporate,Office Supplies
395.96,Dan Reichenbach,Corporate,Technology
118.29,Anna Häberlin,Corporate,Technology
32.06,Jeremy Pistek,Consumer,Technology
305.13,Jeremy Pistek,Consumer,Office Supplies
28.09,Jeremy Pistek,Consumer,Office Supplies
41.39,Jeremy Pistek,Consumer,Furniture
12.66,Jeremy Pistek,Consumer,Office Supplies
185.26,Dan Reichenbach,Corporate,Furniture
7.98,Dan Reichenbach,Corporate,Office Supplies
8.55,Dan Reichenbach,Corporate,Furniture
4.87,Jim Karlsson,Consumer,Office Supplies
9.29,Mark Van Huff,Consumer,Office Supplies
5.79,Mark Van Huff,Consumer,Furniture
13.43,Becky Pak,Consumer,Office Supplies
6.35,Dave Hallsten,Corporate,Office Supplies
10.06,Dave Hallsten,Corporate,Furniture
53.27,Dave Hallsten,Corporate,Technology
12.83,Dave Hallsten,Corporate,Office Supplies
9.62,Dave Hallsten,Corporate,Office Supplies
7.95,Dave Hallsten,Corporate,Office Supplies
6.90,Dave Hallsten,Corporate,Furniture
31.20,Lena Hernandez,Consumer,Technology
17.88,Lena Hernandez,Consumer,Technology
-2.48,Lena Hernandez,Consumer,Technology
36.73,Dave Kipp,Consumer,Technology
-184.84,Shahid Shariari,Consumer,Furniture
22.20,Frank Preis,Consumer,Office Supplies
9.50,Frank Preis,Consumer,Office Supplies
225.26,Liz Carlisle,Consumer,Furniture
1.45,Alan Shonely,Consumer,Office Supplies
-8.53,Hunter Glantz,Consumer,Office Supplies
624.99,Hunter Glantz,Consumer,Technology
12.11,Barry Weirich,Consumer,Furniture
-1.98,Brosina Hoffman,Consumer,Technology
125.14,Julie Prescott,Home Office,Office Supplies
2.15,Julie Prescott,Home Office,Office Supplies
152.02,Justin MacKendrick,Consumer,Office Supplies
19.77,Justin MacKendrick,Consumer,Furniture
209.27,Fred Hopkins,Corporate,Furniture
17.69,Matt Collins,Consumer,Office Supplies
25.02,Emily Burns,Consumer,Technology
20.30,Peter McVee,Home Office,Office Supplies
20.24,Alex Russell,Corporate,Technology
1.51,Sung Shariari,Consumer,Office Supplies
10.22,Sung Shariari,Consumer,Office Supplies
4.62,Shaun Chance,Corporate,Furniture
335.85,Shaun Chance,Corporate,Office Supplies
234.00,Erin Ashbrook,Corporate,Technology
2.40,Theone Pippenger,Consumer,Office Supplies
-31.91,Beth Paige,Consumer,Furniture
4.62,Beth Paige,Consumer,Office Supplies
5.82,Liz MacKendrick,Consumer,Office Supplies
50.33,Kean Takahito,Consumer,Office Supplies
7.92,Arthur Prichep,Consumer,Office Supplies
11.26,Arthur Prichep,Consumer,Furniture
24.29,John Dryer,Consumer,Technology
0.60,Xylona Preis,Consumer,Office Supplies
7.45,Xylona Preis,Consumer,Office Supplies
16.40,Xylona Preis,Consumer,Office Supplies
-384.72,Juliana Krohn,Consumer,Furniture
4.40,Juliana Krohn,Consumer,Office Supplies
-16.60,Juliana Krohn,Consumer,Office Supplies
10.70,Juliana Krohn,Consumer,Office Supplies
1.85,Mitch Gastineau,Corporate,Furniture
-3.09,Mitch Gastineau,Corporate,Office Supplies
16.80,Patrick Gardner,Consumer,Office Supplies
0.00,Patrick Gardner,Consumer,Furniture
25.44,Patrick Gardner,Consumer,Office Supplies
15.53,Patrick Gardner,Consumer,Furniture
16.34,Patrick Gardner,Consumer,Office Supplies
362.84,Lisa DeCherney,Consumer,Office Supplies
36.38,Lisa DeCherney,Consumer,Furniture
8.69,Lisa DeCherney,Consumer,Office Supplies
37.98,Lisa DeCherney,Consumer,Office Supplies
-6.02,Craig Reiter,Consumer,Furniture
43.20,Michael Nguyen,Consumer,Technology
3.63,Michael Nguyen,Consumer,Office Supplies
1.20,Ruben Dartt,Consumer,Technology
1.16,Julie Prescott,Home Office,Office Supplies
6.18,Katrina Edelman,Corporate,Office Supplies
-27.26,Katrina Edelman,Corporate,Furniture
4.11,Delfina Latchford,Consumer,Office Supplies
8.72,Delfina Latchford,Consumer,Office Supplies
8.33,Delfina Latchford,Consumer,Office Supplies
-18.18,Karen Bern,Corporate,Furniture
48.54,Justin Deggeller,Corporate,Office Supplies
15.63,Justin Deggeller,Corporate,Furniture
186.00,Justin Deggeller,Corporate,Technology
9.33,Steven Roelle,Home Office,Office Supplies
-0.73,Amy Cox,Consumer,Technology
78.39,Lynn Smith,Consumer,Technology
4.68,Lynn Smith,Consumer,Office Supplies
5.77,Lynn Smith,Consumer,Office Supplies
44.71,Lynn Smith,Consumer,Office Supplies
5.64,Lynn Smith,Consumer,Office Supplies
4.77,Charles Sheldon,Corporate,Office Supplies
2.10,Charles Sheldon,Corporate,Office Supplies
-10.71,Charles Sheldon,Corporate,Furniture
6.47,Charles Sheldon,Corporate,Office Supplies
1.96,Andrew Roberts,Consumer,Office Supplies
201.31,Katrina Bavinger,Home Office,Office Supplies
14.12,Katrina Bavinger,Home Office,Furniture
-8.08,Katrina Bavinger,Home Office,Furniture
2.22,Katrina Bavinger,Home Office,Office Supplies
104.75,Michael Moore,Consumer,Furniture
8.09,Michael Moore,Consumer,Furniture
176.79,Roland Fjeld,Consumer,Technology
2.04,Beth Paige,Consumer,Office Supplies
0.00,Beth Paige,Consumer,Furniture
-42.80,Max Jones,Consumer,Office Supplies
-26.96,Max Jones,Consumer,Office Supplies
-8.17,Max Jones,Consumer,Technology
5.76,Doug O'Connell,Consumer,Technology
3.35,Mark Van Huff,Consumer,Office Supplies
15.55,Michael Grace,Home Office,Office Supplies
11.04,Michael Grace,Home Office,Furniture
52.00,Brian Stugart,Consumer,Technology
6.10,Brian Stugart,Consumer,Office Supplies
29.15,Brian Stugart,Consumer,Furniture
54.40,Brian Stugart,Consumer,Office Supplies
15.55,Brian Stugart,Consumer,Office Supplies
2.82,Brian Stugart,Consumer,Furniture
15.37,Brian Stugart,Consumer,Furniture
178.91,Philisse Overcash,Home Office,Office Supplies
143.19,Philisse Overcash,Home Office,Office Supplies
275.00,Philisse Overcash,Home Office,Technology
34.39,Philisse Overcash,Home Office,Office Supplies
12.86,Philisse Overcash,Home Office,Furniture
4.72,Dianna Arnett,Home Office,Office Supplies
-1.26,Anna Häberlin,Corporate,Office Supplies
-4.90,Anna Häberlin,Corporate,Office Supplies
-2.18,Anna Häberlin,Corporate,Office Supplies
-11.44,Anna Häberlin,Corporate,Furniture
14.10,Joe Kamberova,Consumer,Furniture
45.29,MaryBeth Skach,Consumer,Furniture
2.89,Jim Kriz,Home Office,Office Supplies
53.86,Chris McAfee,Consumer,Office Supplies
9.33,Chris McAfee,Consumer,Office Supplies
4.35,Chris McAfee,Consumer,Office Supplies
22.25,Ricardo Sperren,Corporate,Office Supplies
2.01,Ricardo Sperren,Corporate,Office Supplies
294.67,Ricardo Sperren,Corporate,Furniture
0.58,Ben Peterman,Corporate,Office Supplies
-80.18,Ben Peterman,Corporate,Office Supplies
100.20,Michelle Arnett,Home Office,Furniture
80.84,Ed Braxton,Corporate,Furniture
21.75,Ruben Dartt,Consumer,Furniture
16.73,Maria Etezadi,Home Office,Office Supplies
54.04,Erica Hernandez,Home Office,Office Supplies
4.39,Erica Hernandez,Home Office,Office Supplies
1.03,Frank Merwin,Home Office,Office Supplies
219.45,Frank Gastineau,Home Office,Office Supplies
8.79,Frank Gastineau,Home Office,Office Supplies
68.85,Frank Gastineau,Home Office,Office Supplies
92.24,Mark Van Huff,Consumer,Office Supplies
50.10,Jane Waco,Corporate,Furniture
180.77,Jane Waco,Corporate,Office Supplies
-99.62,Jane Waco,Corporate,Furniture
7.35,Edward Hooks,Corporate,Furniture
196.50,Edward Hooks,Corporate,Office Supplies
5.02,Lynn Smith,Consumer,Office Supplies
86.39,Lynn Smith,Consumer,Technology
11.12,Barry Pond,Corporate,Office Supplies
21.01,Chris Cortes,Consumer,Office Supplies
11.78,Jill Matthias,Consumer,Office Supplies
13.45,Roger Demir,Consumer,Office Supplies
1.62,Roger Demir,Consumer,Office Supplies
2.04,Roger Demir,Consumer,Technology
1.36,Shahid Shariari,Consumer,Office Supplies
23.97,Keith Dawkins,Corporate,Office Supplies
22.20,Paul Lucas,Home Office,Office Supplies
9.63,Paul Lucas,Home Office,Office Supplies
22.05,Zuschuss Donatelli,Consumer,Furniture
124.78,Zuschuss Donatelli,Consumer,Technology
4.89,Linda Southworth,Corporate,Office Supplies
7.56,Patrick Bzostek,Home Office,Office Supplies
10.41,Pamela Coakley,Corporate,Furniture
28.17,Frank Merwin,Home Office,Office Supplies
22.23,Frank Merwin,Home Office,Office Supplies
12.67,Frank Merwin,Home Office,Office Supplies
19.87,Frank Merwin,Home Office,Office Supplies
1.02,Frank Merwin,Home Office,Technology
9.26,Keith Dawkins,Corporate,Office Supplies
26.87,Keith Dawkins,Corporate,Office Supplies
5.66,Keith Dawkins,Corporate,Furniture
33.86,Keith Dawkins,Corporate,Office Supplies
13.03,Steve Carroll,Home Office,Office Supplies
6.63,Dorothy Wardle,Corporate,Office Supplies
1.04,Peter Fuller,Consumer,Office Supplies
41.22,Peter Fuller,Consumer,Office Supplies
8.88,Peter Fuller,Consumer,Furniture
27.43,Peter Fuller,Consumer,Office Supplies
158.58,Peter Fuller,Consumer,Furniture
-25.05,Peter Fuller,Consumer,Furniture
58.79,Peter Fuller,Consumer,Technology
217.77,Peter Fuller,Consumer,Technology
53.26,Peter Fuller,Consumer,Office Supplies
1.36,Peter Fuller,Consumer,Technology
-120.05,Dean Katz,Corporate,Furniture
6.66,Richard Bierner,Consumer,Office Supplies
362.84,Giulietta Dortch,Corporate,Technology
316.14,Ruben Ausman,Corporate,Furniture
3.44,Dorothy Badders,Corporate,Office Supplies
3.92,Dorothy Badders,Corporate,Furniture
-45.35,Rob Lucas,Consumer,Furniture
5.44,Rob Lucas,Consumer,Office Supplies
-114.00,Rob Lucas,Consumer,Technology
1.00,Rob Lucas,Consumer,Office Supplies
4.82,Rob Lucas,Consumer,Technology
85.79,Rob Lucas,Consumer,Technology
8.64,Rick Bensley,Home Office,Furniture
19.97,Rick Bensley,Home Office,Technology
9.00,Rick Bensley,Home Office,Technology
9.60,Jason Fortune-,Consumer,Technology
4.30,Jason Fortune-,Consumer,Office Supplies
130.75,Robert Waldorf,Consumer,Technology
1.59,Robert Waldorf,Consumer,Office Supplies
18.48,Vivek Gonzalez,Consumer,Technology
2.64,Janet Molinari,Corporate,Furniture
30.43,Janet Molinari,Corporate,Technology
12.44,Janet Molinari,Corporate,Office Supplies
13.19,Janet Molinari,Corporate,Office Supplies
12.69,Brad Eason,Home Office,Office Supplies
19.63,Claudia Bergmann,Corporate,Office Supplies
125.99,Claudia Bergmann,Corporate,Technology
78.67,Claudia Bergmann,Corporate,Office Supplies
112.49,Claudia Bergmann,Corporate,Office Supplies
7.26,Shirley Daniels,Home Office,Office Supplies
2.94,Susan Gilcrest,Corporate,Office Supplies
7.79,Tom Stivers,Corporate,Furniture
-250.54,Tom Stivers,Corporate,Furniture
6.77,Dean Katz,Corporate,Office Supplies
40.27,Dean Katz,Corporate,Office Supplies
14.97,Dean Katz,Corporate,Office Supplies
77.04,Dean Katz,Corporate,Furniture
6.55,Marina Lichtenstein,Corporate,Furniture
57.59,Matt Abelman,Home Office,Technology
2.02,Matt Abelman,Home Office,Office Supplies
55.76,Matt Abelman,Home Office,Office Supplies
5.17,Lisa Ryan,Corporate,Office Supplies
63.44,Lisa Ryan,Corporate,Office Supplies
10.79,Lisa Ryan,Corporate,Technology
40.17,Bill Eplett,Home Office,Office Supplies
50.33,Charles Crestani,Consumer,Office Supplies
3.16,Charles Crestani,Consumer,Office Supplies
9.76,Charles Crestani,Consumer,Office Supplies
15.49,Charles Crestani,Consumer,Furniture
30.10,Bryan Davis,Consumer,Furniture
124.49,Jim Kriz,Home Office,Office Supplies
-67.85,Doug Bickford,Consumer,Office Supplies
93.70,Rick Reed,Corporate,Office Supplies
6.24,Rick Reed,Corporate,Office Supplies
34.50,Susan Vittorini,Consumer,Technology
111.77,Rick Bensley,Home Office,Furniture
15.39,Rick Bensley,Home Office,Office Supplies
45.35,Rick Bensley,Home Office,Furniture
5.76,Rick Bensley,Home Office,Office Supplies
6.35,Mike Vittorini,Consumer,Office Supplies
6.42,Evan Henry,Consumer,Office Supplies
76.09,Joy Smith,Consumer,Furniture
35.68,Joy Smith,Consumer,Office Supplies
0.88,Joy Smith,Consumer,Office Supplies
120.51,Joy Smith,Consumer,Office Supplies
4.04,Joy Smith,Consumer,Office Supplies
126.23,Joy Smith,Consumer,Furniture
884.06,Erica Smith,Consumer,Office Supplies
32.34,Erica Smith,Consumer,Technology
-20.78,Erica Smith,Consumer,Furniture
-4.06,Noel Staavos,Corporate,Office Supplies
1.69,Noel Staavos,Corporate,Office Supplies
-137.53,Noel Staavos,Corporate,Furniture
24.20,Noel Staavos,Corporate,Office Supplies
-147.87,Noel Staavos,Corporate,Furniture
4.23,Sally Hughsby,Corporate,Furniture
12.44,Sally Hughsby,Corporate,Office Supplies
42.03,Sally Hughsby,Corporate,Office Supplies
7.70,Randy Ferguson,Corporate,Furniture
-4.17,Randy Ferguson,Corporate,Office Supplies
-8.61,Dan Lawera,Consumer,Office Supplies
8.30,Allen Goldenen,Consumer,Furniture
8.54,Scot Wooten,Consumer,Furniture
3.87,Katherine Nockton,Corporate,Technology
21.75,George Bell,Corporate,Furniture
31.52,Clay Ludtke,Consumer,Office Supplies
14.24,Clay Ludtke,Consumer,Office Supplies
286.71,Clay Ludtke,Consumer,Technology
122.15,Clay Ludtke,Consumer,Office Supplies
35.99,Clay Ludtke,Consumer,Technology
7.15,Karen Ferguson,Home Office,Office Supplies
363.90,Karen Ferguson,Home Office,Technology
15.63,Andy Yotov,Corporate,Furniture
12.91,Andy Yotov,Corporate,Furniture
9.33,Andy Yotov,Corporate,Office Supplies
26.63,Andy Yotov,Corporate,Office Supplies
11.49,Brian Derr,Consumer,Office Supplies
4.68,Hunter Glantz,Consumer,Office Supplies
15.12,Hunter Glantz,Consumer,Technology
2.48,Cassandra Brandow,Consumer,Office Supplies
4.90,Linda Southworth,Corporate,Technology
64.63,Darrin Martin,Consumer,Office Supplies
3.76,Darrin Martin,Consumer,Office Supplies
0.34,Ann Chong,Corporate,Office Supplies
25.19,Ann Chong,Corporate,Technology
6.01,Liz Thompson,Consumer,Office Supplies
2.85,Tim Brockman,Consumer,Office Supplies
23.92,Angele Hood,Consumer,Furniture
6.55,Saphhira Shifley,Corporate,Furniture
15.37,Tamara Dahlen,Consumer,Office Supplies
5.18,Paul Prost,Home Office,Furniture
-52.83,Patrick Gardner,Consumer,Office Supplies
-512.15,Patrick Gardner,Consumer,Office Supplies
16.61,Anna Andreadi,Consumer,Furniture
54.69,Anna Andreadi,Consumer,Office Supplies
5.20,Anna Andreadi,Consumer,Office Supplies
2.53,Anna Andreadi,Consumer,Office Supplies
75.18,Frank Atkinson,Corporate,Technology
177.20,Frank Atkinson,Corporate,Technology
3.95,Tracy Blumstein,Consumer,Furniture
-35.36,Adam Hart,Corporate,Furniture
10.11,Adam Hart,Corporate,Office Supplies
89.31,Cathy Prescott,Corporate,Furniture
173.24,Benjamin Farhat,Home Office,Furniture
-12.92,Christine Phan,Corporate,Office Supplies
-1031.54,Christine Phan,Corporate,Office Supplies
54.22,Lynn Smith,Consumer,Office Supplies
16.17,Trudy Schmidt,Consumer,Office Supplies
76.27,Trudy Schmidt,Consumer,Office Supplies
4.03,Joni Sundaresam,Home Office,Office Supplies
7.70,Joni Sundaresam,Home Office,Furniture
-9.76,Joni Sundaresam,Home Office,Office Supplies
-3.41,Natalie Fritzler,Consumer,Office Supplies
30.39,Natalie Fritzler,Consumer,Office Supplies
5.34,Kristina Nunn,Home Office,Office Supplies
17.47,Kristina Nunn,Home Office,Office Supplies
6.99,Guy Armstrong,Consumer,Technology
38.35,Eugene Hildebrand,Home Office,Office Supplies
