Product ID,Discount Rate,Profit,Cost,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales
OFF-LA-10002475,0,6.87,7.75,Arthur Gainer,Consumer,Waterbury,Connecticut,Office Supplies,Labels,Avery 519,14.62
FUR-FU-10003975,0,17.32,155.92,Arthur Gainer,Consumer,Waterbury,Connecticut,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24
OFF-BI-10003091,0.2,302.37,593.55,William Brown,Consumer,Los Angeles,California,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92
OFF-ST-10002974,0,39.21,91.50,William Brown,Consumer,Los Angeles,California,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71
OFF-AR-10000255,0,3.04,8.64,William Brown,Consumer,Los Angeles,California,Office Supplies,Art,Newell 328,11.68
TEC-AC-10001284,0,22.43,39.88,William Brown,Consumer,Los Angeles,California,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31
OFF-BI-10003529,0.7,-0.60,1.45,Jas O'Carroll,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Avery Round Ring Poly Binders,0.85
OFF-PA-10000029,0.2,12.70,23.59,Ed Jacobs,Consumer,Huntsville,Texas,Office Supplies,Paper,Xerox 224,36.29
FUR-FU-10002116,0.6,-74.95,131.52,Ed Jacobs,Consumer,Huntsville,Texas,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.57
TEC-PH-10002200,0.2,38.78,305.92,Adrian Barton,Consumer,Portland,Oregon,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.70
TEC-PH-10000441,0.2,20.16,181.42,Larry Tron,Consumer,Louisville,Colorado,Technology,Phones,VTech DS6151,201.58
FUR-TA-10002958,0,88.73,433.23,Corinna Mitchell,Home Office,Seattle,Washington,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96
OFF-AR-10001662,0,2.22,6.00,Eric Murdock,Consumer,Baltimore,Maryland,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22
OFF-PA-10004101,0,21.77,23.59,Denny Joy,Corporate,San Francisco,California,Office Supplies,Paper,Xerox 1894,45.36
OFF-ST-10002756,0,9.47,937.70,Deanra Eno,Home Office,Los Angeles,California,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17
OFF-PA-10000483,0,27.88,34.08,Deanra Eno,Home Office,Los Angeles,California,Office Supplies,Paper,Xerox 19,61.96
FUR-TA-10002041,0.5,-209.77,478.71,Nick Radford,Consumer,Aurora,Illinois,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.94
OFF-AR-10001166,0,2.96,4.62,Christine Kargatis,Home Office,Seattle,Washington,Office Supplies,Art,Staples in misc. colors,7.58
OFF-LA-10004345,0,7.22,7.51,Jeremy Farry,Consumer,Athens,Georgia,Office Supplies,Labels,Avery 493,14.73
OFF-BI-10002852,0.7,-6.92,16.81,Laurel Beltran,Home Office,Apopka,Florida,Office Supplies,Binders,Ibico Standard Transparent Covers,9.89
OFF-AP-10001058,0.2,50.37,621.17,Laurel Beltran,Home Office,Apopka,Florida,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.54
OFF-ST-10003470,0,55.90,1062.02,Mike Pelletier,Home Office,New York City,New York,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
FUR-BO-10003159,0.2,-37.94,313.89,Mike Pelletier,Home Office,New York City,New York,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.95
OFF-BI-10003684,0.2,46.18,76.96,Lena Hernandez,Consumer,San Francisco,California,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.14
TEC-AC-10000487,0.2,3.31,12.27,Susan Vittorini,Consumer,Dallas,Texas,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.58
OFF-PA-10001736,0,99.94,112.70,Richard Bierner,Consumer,San Diego,California,Office Supplies,Paper,Xerox 1880,212.64
OFF-PA-10001609,0,4.54,5.33,Richard Bierner,Consumer,San Diego,California,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87
TEC-AC-10003116,0,20.77,32.48,Richard Bierner,Consumer,San Diego,California,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25
FUR-FU-10004586,0,9.56,10.36,Richard Bierner,Consumer,San Diego,California,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92
FUR-CH-10000454,0.1,146.39,512.36,Dorris liebe,Corporate,New York City,New York,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.75
OFF-BI-10004970,0,3.88,4.38,Penelope Sewall,Home Office,Lewiston,Maine,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26
OFF-BI-10002824,0,13.43,16.41,Penelope Sewall,Home Office,Lewiston,Maine,Office Supplies,Binders,Recycled Easel Ring Binders,29.84
TEC-AC-10003657,0,14.96,53.02,Penelope Sewall,Home Office,Lewiston,Maine,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98
OFF-LA-10003510,0,28.09,32.97,Guy Thornton,Consumer,Long Beach,California,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06
FUR-TA-10001676,0.2,-0.89,36.43,Guy Thornton,Consumer,Long Beach,California,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.54
OFF-LA-10004853,0,4.58,5.38,Christine Sundaresam,Consumer,Seattle,Washington,Office Supplies,Labels,Avery 483,9.96
OFF-AR-10000315,0,2.30,6.91,Christine Sundaresam,Consumer,Seattle,Washington,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21
OFF-SU-10000381,0,8.10,19.83,Christine Sundaresam,Consumer,Seattle,Washington,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93
OFF-FA-10002763,0,2.53,5.37,Julia Dunbar,Consumer,Rochester,Minnesota,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.90
OFF-ST-10000877,0,57.50,163.66,Julia Dunbar,Consumer,Rochester,Minnesota,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16
OFF-BI-10001071,0,62.70,65.26,Julia Dunbar,Consumer,Rochester,Minnesota,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96
OFF-BI-10001097,0,9.16,9.53,Julia Dunbar,Consumer,Rochester,Minnesota,Office Supplies,Binders,Avery Hole Reinforcements,18.69
OFF-SU-10004782,0,7.61,17.74,Theresa Swint,Corporate,San Francisco,California,Office Supplies,Supplies,"Elite 5"" Scissors",25.35
FUR-FU-10000672,0,12.00,23.28,Theresa Swint,Corporate,San Francisco,California,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28
OFF-PA-10002986,0,16.03,17.37,Benjamin Venier,Corporate,Seattle,Washington,Office Supplies,Paper,Xerox 1898,33.40
TEC-MA-10001972,0.2,62.82,774.78,Dionis Lloyd,Corporate,Spokane,Washington,Technology,Machines,Okidata C331dn Printer,837.60
TEC-PH-10000169,0.2,-9.15,49.83,Emily Burns,Consumer,Franklin,Tennessee,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68
FUR-CH-10001482,0.2,-23.58,233.15,Erica Smith,Consumer,Jackson,Tennessee,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,209.57
TEC-AC-10002018,0.2,6.43,15.94,Joni Blumstein,Consumer,Austin,Texas,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.37
OFF-BI-10000301,0.7,-2.59,6.47,Shahid Collister,Consumer,Pembroke Pines,Florida,Office Supplies,Binders,GBC Instant Report Kit,3.88
OFF-PA-10004381,0.2,40.35,74.95,Shahid Collister,Consumer,Pembroke Pines,Florida,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.30
OFF-BI-10004141,0.7,-1.53,3.44,Emily Burns,Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.91
OFF-BI-10001575,0.8,-69.40,112.77,Tony Chapman,Home Office,Danville,Illinois,Office Supplies,Binders,GBC Linen Binding Covers,43.37
TEC-PH-10000984,0,219.51,564.45,Speros Goranitis,Consumer,New York City,New York,Technology,Phones,Panasonic KX-TG9471B,783.96
OFF-BI-10000666,0.2,18.34,30.56,Speros Goranitis,Consumer,New York City,New York,Office Supplies,Binders,Surelock Post Binders,48.90
OFF-BI-10003712,0.2,2.85,5.01,Speros Goranitis,Consumer,New York City,New York,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.86
OFF-LA-10003720,0.2,1.99,3.91,Bryan Mills,Consumer,Columbus,Ohio,Office Supplies,Labels,Avery 487,5.90
OFF-SU-10001664,0.2,1.03,12.68,Bryan Mills,Consumer,Columbus,Ohio,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.71
OFF-EN-10001453,0,85.98,96.96,Nick Radford,Consumer,Chula Vista,California,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94
OFF-AR-10001860,0,9.99,17.77,Patrick Gardner,Consumer,San Francisco,California,Office Supplies,Art,BIC Liqua Brite Liner,27.76
OFF-AR-10001044,0,7.54,18.45,Deborah Brumfield,Home Office,New York City,New York,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99
TEC-AC-10002473,0.2,29.80,83.72,Noel Staavos,Corporate,San Antonio,Texas,Technology,Accessories,Maxell 4.7GB DVD-R,113.52
TEC-PH-10001809,0.2,22.49,337.39,Noel Staavos,Corporate,San Antonio,Texas,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88
OFF-PA-10004733,0.2,9.19,16.15,Cari Schnelling,Consumer,Jacksonville,North Carolina,Office Supplies,Paper,Things To Do Today Spiral Book,25.34
OFF-BI-10003355,0.2,4.18,7.77,Chuck Clark,Home Office,San Francisco,California,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.95
OFF-SU-10001212,0,1.87,4.37,Chuck Clark,Home Office,San Francisco,California,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24
TEC-PH-10000486,0.2,83.51,658.83,Amy Cox,Consumer,Avondale,Arizona,Technology,Phones,Plantronics HL10 Handset Lifter,742.34
FUR-FU-10004909,0.6,-4.04,10.50,Christopher Martinez,Consumer,Chicago,Illinois,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.46
OFF-LA-10001613,0.2,4.18,7.34,Christopher Martinez,Consumer,Chicago,Illinois,Office Supplies,Labels,Avery File Folder Labels,11.52
TEC-PH-10004447,0.2,16.68,205.70,Christopher Martinez,Consumer,Chicago,Illinois,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,222.38
OFF-AR-10000255,0,6.07,17.29,Eileen Kiefer,Home Office,Escondido,California,Office Supplies,Art,Newell 328,23.36
OFF-LA-10004425,0,4.07,4.60,Cyma Kinney,Corporate,Long Beach,New York,Office Supplies,Labels,Staple-on labels,8.67
OFF-SU-10001664,0,6.68,19.03,Cyma Kinney,Corporate,Long Beach,New York,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71
OFF-AP-10000696,0,33.31,67.63,Pete Kriz,Consumer,Newark,Delaware,Office Supplies,Appliances,Holmes Odor Grabber,100.94
FUR-CH-10002647,0.1,10.65,53.23,Michelle Huthwaite,Consumer,Buffalo,New York,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.88
FUR-CH-10002758,0.3,0.00,683.14,Steven Cartwright,Consumer,Houston,Texas,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.14
OFF-BI-10000201,0.8,-2.21,3.69,Steven Cartwright,Consumer,Houston,Texas,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.48
OFF-SU-10004115,0.2,3.56,37.15,Steven Cartwright,Consumer,Houston,Texas,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.71
OFF-PA-10000806,0,137.15,142.75,Giulietta Baptist,Consumer,Wichita,Kansas,Office Supplies,Paper,Xerox 1934,279.90
OFF-AR-10001473,0.2,1.15,11.97,Irene Maddox,Consumer,Colorado Springs,Colorado,Office Supplies,Art,Newell 313,13.12
FUR-BO-10003450,0.7,-143.79,213.37,Irene Maddox,Consumer,Colorado Springs,Colorado,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.58
OFF-AR-10001545,0.2,0.48,3.74,Irene Maddox,Consumer,Colorado Springs,Colorado,Office Supplies,Art,Newell 326,4.22
TEC-AC-10004396,0.2,-6.53,64.61,Irene Maddox,Consumer,Colorado Springs,Colorado,Technology,Accessories,Logitech Keyboard K120,58.08
FUR-FU-10002456,0.2,15.07,37.35,Irene Maddox,Consumer,Colorado Springs,Colorado,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.42
FUR-FU-10001473,0.2,10.98,43.94,Irene Maddox,Consumer,Colorado Springs,Colorado,Furniture,Furnishings,DAX Wood Document Frame,54.92
FUR-TA-10000849,0.5,-248.17,613.12,Irene Maddox,Consumer,Colorado Springs,Colorado,Furniture,Tables,Bevis Rectangular Conference Tables,364.95
OFF-PA-10001166,0.2,28.71,56.35,Irene Maddox,Consumer,Colorado Springs,Colorado,Office Supplies,Paper,Xerox 1932,85.06
OFF-PA-10003256,0.2,9.69,18.01,Irene Maddox,Consumer,Colorado Springs,Colorado,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.70
OFF-PA-10002870,0,11.23,13.73,Michelle Moray,Consumer,New York City,New York,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",24.96
FUR-FU-10001215,0,18.11,25.02,Monica Federle,Corporate,Los Angeles,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13
OFF-BI-10004187,0,2.71,2.93,Clytie Kelty,Consumer,Marietta,Georgia,Office Supplies,Binders,3-ring staple pack,5.64
OFF-BI-10001718,0.7,-44.15,101.73,Michael Kennedy,Corporate,Jacksonville,Florida,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.58
OFF-PA-10004983,0.2,10.89,20.21,Michael Kennedy,Corporate,Jacksonville,Florida,Office Supplies,Paper,Xerox 23,31.10
FUR-FU-10002396,0.2,8.30,21.89,Michael Kennedy,Corporate,Jacksonville,Florida,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.19
TEC-PH-10003988,0.2,4.36,39.24,Michael Kennedy,Corporate,Jacksonville,Florida,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.60
OFF-AR-10002467,0.2,0.42,4.35,Michael Kennedy,Corporate,Jacksonville,Florida,Office Supplies,Art,Dixon Ticonderoga Pencils,4.77
OFF-BI-10004002,0.7,-7.61,17.99,Michael Kennedy,Corporate,Jacksonville,Florida,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38
OFF-BI-10002309,0.7,-9.82,23.21,Michael Kennedy,Corporate,Jacksonville,Florida,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.39
TEC-PH-10003885,0.4,-7.26,46.85,Mark Hamilton,Consumer,Philadelphia,Pennsylvania,Technology,Phones,Cisco SPA508G,39.59
FUR-FU-10002501,0.2,19.34,71.67,Mark Hamilton,Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,Nu-Dell Executive Frame,91.01
OFF-PA-10000176,0,18.21,19.73,Nathan Gelder,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1887,37.94
OFF-PA-10000327,0,19.26,23.54,Nathan Gelder,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1971,42.80
OFF-ST-10004634,0,10.09,23.54,Nathan Gelder,Consumer,Los Angeles,California,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63
OFF-EN-10003040,0.2,21.20,41.61,Phillip Breyer,Corporate,Philadelphia,Pennsylvania,Office Supplies,Envelopes,Quality Park Security Envelopes,62.81
OFF-PA-10003228,0,91.95,103.69,Richard Eichhorn,Consumer,Eau Claire,Wisconsin,Office Supplies,Paper,Xerox 1917,195.64
TEC-PH-10004345,0,71.97,167.93,Richard Eichhorn,Consumer,Eau Claire,Wisconsin,Technology,Phones,Cisco SPA 502G IP Phone,239.90
FUR-CH-10000785,0.3,-21.72,401.78,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,Global Ergonomic Managers Chair,380.06
TEC-CO-10004115,0.4,180.00,1019.98,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98
FUR-FU-10002813,0.2,9.72,38.86,Eugene Barchas,Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.58
OFF-PA-10002751,0,8.07,9.87,Trudy Brown,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1920,17.94
OFF-PA-10004569,0.2,6.16,12.10,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.26
OFF-AP-10002998,0.2,5.63,29.03,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.66
OFF-AP-10003287,0.2,8.16,73.39,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.55
OFF-ST-10001370,0.2,-42.59,269.73,Maureen Gnade,Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.14
OFF-BI-10004040,0,5.08,5.28,Liz Willingham,Consumer,Norwich,Connecticut,Office Supplies,Binders,Wilson Jones Impact Binders,10.36
OFF-AP-10002651,0.8,-1181.28,1644.53,Peter Fuller,Consumer,San Antonio,Texas,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.25
TEC-AC-10002402,0.2,47.99,335.96,Peter Fuller,Consumer,San Antonio,Texas,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.95
OFF-BI-10001658,0.7,-35.88,80.74,Nick Zandusky,Home Office,Yuma,Arizona,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.86
TEC-MA-10000752,0.7,-24.28,54.63,Chloris Kastensmidt,Consumer,Columbus,Ohio,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.35
FUR-CH-10003817,0.3,-9.11,136.66,Chloris Kastensmidt,Consumer,Columbus,Ohio,Furniture,Chairs,"Global Value Steno Chair, Gray",127.55
FUR-FU-10001876,0.2,15.59,62.36,Chloris Kastensmidt,Consumer,Columbus,Ohio,Furniture,Furnishings,"Computer Room Manger, 14""",77.95
OFF-BI-10003460,0.2,4.91,9.11,Jim Epp,Corporate,Los Angeles,California,Office Supplies,Binders,Acco 3-Hole Punch,14.02
OFF-ST-10000464,0,19.47,50.05,Jack O'Briant,Corporate,Richmond,Kentucky,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52
OFF-AR-10001919,0,1.64,4.00,Jack O'Briant,Corporate,Richmond,Kentucky,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64
OFF-BI-10002393,0.2,4.48,9.30,Thomas Thornton,Consumer,New York City,New York,Office Supplies,Binders,Binder Posts,13.78
OFF-AP-10001293,0,68.85,177.03,Maribeth Schnelling,Consumer,Wausau,Wisconsin,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88
OFF-ST-10004258,0,9.89,26.74,Maribeth Schnelling,Consumer,Wausau,Wisconsin,Office Supplies,Storage,Portable Personal File Box,36.63
OFF-ST-10002214,0,5.87,16.71,Maribeth Schnelling,Consumer,Wausau,Wisconsin,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58
OFF-BI-10004970,0,5.82,6.57,Maribeth Schnelling,Consumer,Wausau,Wisconsin,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39
OFF-BI-10002571,0.2,13.47,26.45,Mike Pelletier,Home Office,San Francisco,California,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92
OFF-PA-10002581,0,27.88,34.08,Mike Pelletier,Home Office,San Francisco,California,Office Supplies,Paper,Xerox 1951,61.96
OFF-BI-10001097,0.2,7.23,12.71,Mike Pelletier,Home Office,San Francisco,California,Office Supplies,Binders,Avery Hole Reinforcements,19.94
OFF-BI-10003429,0.7,-2.66,6.46,Fred Harton,Consumer,Dublin,Ohio,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.80
OFF-PA-10000682,0.2,10.06,17.68,Fred Harton,Consumer,Dublin,Ohio,Office Supplies,Paper,Xerox 1924,27.74
TEC-PH-10001700,0.4,-34.31,192.69,Fred Harton,Consumer,Dublin,Ohio,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.38
FUR-FU-10000629,0,11.58,16.00,Sample Company A,Home Office,Henderson,Kentucky,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58
OFF-BI-10001267,0.7,-4.07,9.62,Neoma Murray,Consumer,Bowling Green,Ohio,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.55
OFF-ST-10001418,0.2,-54.88,298.80,Jas O'Carroll,Consumer,Memphis,Tennessee,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92
OFF-FA-10004968,0,0.30,14.66,Cindy Chapman,Consumer,Lakewood,New Jersey,Office Supplies,Fasteners,Rubber Band Ball,14.96
OFF-BI-10004140,0.2,2.25,4.93,Mary Zewe,Corporate,Los Angeles,California,Office Supplies,Binders,Avery Non-Stick Binders,7.18
OFF-BI-10003460,0.2,3.68,6.83,Melanie Seite,Consumer,Rochester,New York,Office Supplies,Binders,Acco 3-Hole Punch,10.51
TEC-PH-10002115,0.2,19.80,244.16,Grace Kelly,Corporate,Salem,Oregon,Technology,Phones,Plantronics 81402,263.96
OFF-AR-10003478,0.2,17.91,53.72,Grace Kelly,Corporate,Salem,Oregon,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.63
OFF-AR-10000475,0.2,0.82,8.51,Grace Kelly,Corporate,Salem,Oregon,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33
OFF-AR-10003045,0,2.65,3.23,Marc Crier,Consumer,Pasco,Washington,Office Supplies,Art,Prang Colored Pencils,5.88
FUR-CH-10000454,0.2,121.99,853.93,Marc Crier,Consumer,Pasco,Washington,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
OFF-AR-10000380,0,91.15,212.69,Marc Crier,Consumer,Pasco,Washington,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84
OFF-ST-10000736,0,19.44,466.44,Marc Crier,Consumer,Pasco,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88
FUR-FU-10004270,0,4.51,8.03,Logan Haushalter,Consumer,Oakland,California,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54
OFF-ST-10000617,0,0.63,8.31,Logan Haushalter,Consumer,Oakland,California,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94
FUR-FU-10001706,0,4.44,4.80,Logan Haushalter,Consumer,Oakland,California,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24
OFF-BI-10003364,0.2,24.50,45.51,Philip Brown,Consumer,Los Angeles,California,Office Supplies,Binders,Binding Machine Supplies,70.01
FUR-FU-10001861,0,38.02,39.58,Philip Brown,Consumer,Los Angeles,California,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.60
FUR-FU-10004845,0,92.97,371.88,Philip Brown,Consumer,Los Angeles,California,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85
OFF-AR-10000823,0.2,1.02,9.17,Saphhira Shifley,Corporate,Oak Park,Illinois,Office Supplies,Art,Newell 307,10.19
OFF-BI-10001359,0,843.17,950.81,Grace Kelly,Corporate,Morristown,New Jersey,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98
TEC-PH-10001835,0.2,265.42,492.93,Gary Mitchum,Home Office,Austin,Texas,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.35
OFF-BI-10001191,0.2,7.38,12.99,Sally Hughsby,Corporate,New York City,New York,Office Supplies,Binders,Canvas Sectional Post Binders,20.37
OFF-BI-10003982,0.2,16.82,33.03,Sally Hughsby,Corporate,New York City,New York,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.85
TEC-PH-10001425,0,67.19,172.78,Steven Cartwright,Consumer,New York City,New York,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97
FUR-CH-10001215,0.2,150.29,2254.41,Ted Trevino,Consumer,Seattle,Washington,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.70
OFF-BI-10001718,0.2,190.02,373.00,Ted Trevino,Consumer,Seattle,Washington,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.02
OFF-ST-10000991,0,10.35,334.56,Ted Trevino,Consumer,Seattle,Washington,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91
OFF-LA-10001613,0,4.23,4.41,Ted Trevino,Consumer,Seattle,Washington,Office Supplies,Labels,Avery File Folder Labels,8.64
TEC-PH-10003437,0.4,-15.00,104.99,Shaun Chance,Corporate,Lancaster,Pennsylvania,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,89.99
OFF-PA-10000675,0.2,83.21,146.33,Shaun Chance,Corporate,Lancaster,Pennsylvania,Office Supplies,Paper,Xerox 1919,229.54
OFF-FA-10000840,0.2,0.62,1.20,Ken Lonsdale,Consumer,Houston,Texas,Office Supplies,Fasteners,OIC Thumb-Tacks,1.82
OFF-AP-10001947,0.8,-46.72,65.04,Ken Lonsdale,Consumer,Houston,Texas,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32
OFF-ST-10002301,0.2,-11.59,60.41,Ken Lonsdale,Consumer,Houston,Texas,Office Supplies,Storage,Tennsco Commercial Shelving,48.82
OFF-BI-10001922,0.8,-1.96,3.15,Ken Lonsdale,Consumer,Houston,Texas,Office Supplies,Binders,Storex Dura Pro Binders,1.19
TEC-AC-10001267,0.2,29.95,89.85,Katherine Nockton,Corporate,Columbus,Ohio,Technology,Accessories,Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...,119.80
OFF-ST-10000532,0.2,4.62,56.95,Sara Luxemburg,Home Office,Durham,North Carolina,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57
OFF-AR-10002335,0.2,0.46,5.73,Sara Luxemburg,Home Office,Durham,North Carolina,Office Supplies,Art,DIXON Oriole Pencils,6.19
OFF-BI-10000201,0.7,-1.48,3.69,Pierre Wener,Consumer,Pensacola,Florida,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.21
